video,frame,face_box,blur_score,occlusion_score,quality_score
001_interview,000379.jpg,"[34,35,106,106]",0.9996,0.0705,0.9291
001_interview,000380.jpg,"[27,32,103,103]",0.9971,0.0987,0.8987
001_interview,000381.jpg,"[27,35,106,106]",0.9924,0.0759,0.9171
001_interview,000382.jpg,"[29,36,105,105]",0.9997,0.0788,0.9209
001_interview,000383.jpg,"[26,34,105,104]",0.9986,0.0808,0.9179
001_interview,000384.jpg,"[29,37,110,110]",0.8803,0.0923,0.799
001_interview,000385.jpg,"[30,36,109,109]",0.9989,0.0937,0.9053
001_interview,000386.jpg,"[31,42,104,104]",0.9999,0.1011,0.8988
001_interview,000387.jpg,"[30,36,108,108]",0.9999,0.0805,0.9194
001_interview,000388.jpg,"[29,39,106,106]",0.9768,0.0797,0.8989
001_interview,000389.jpg,"[34,36,32,32]",1.0,0.394,0.606
001_interview,000390.jpg,"[25,32,106,106]",0.9945,0.0717,0.9232
001_interview,000391.jpg,"[28,33,107,107]",0.9997,0.0888,0.9109
001_interview,000392.jpg,"[29,35,107,107]",0.9977,0.0781,0.9198
001_interview,000393.jpg,"[29,37,106,106]",0.9863,0.0741,0.9132
001_interview,000394.jpg,"[32,34,112,112]",0.9999,0.1193,0.8806
001_interview,000395.jpg,"[28,43,108,108]",0.9999,0.081,0.9189
001_interview,000396.jpg,"[32,41,100,100]",0.9966,0.0795,0.9174
001_interview,000397.jpg,"[26,34,102,102]",0.9389,0.0788,0.8649
001_interview,000398.jpg,"[24,27,114,114]",0.9886,0.1073,0.8825
001_interview,000399.jpg,"[28,37,109,109]",0.9915,0.0714,0.9207
001_interview,000400.jpg,"[27,35,101,101]",0.9711,0.0904,0.8833
001_interview,000401.jpg,"[25,32,113,113]",0.9692,0.1175,0.8553
001_interview,000402.jpg,"[29,40,107,107]",0.9914,0.0968,0.8954
001_interview,000403.jpg,"[29,38,107,107]",0.9909,0.0805,0.9111
001_interview,000404.jpg,"[29,36,101,101]",0.9975,0.1046,0.8932
001_interview,000405.jpg,"[25,34,102,102]",0.9654,0.0861,0.8823
001_interview,000406.jpg,"[33,43,104,104]",0.991,0.1249,0.8672
001_interview,000407.jpg,"[33,42,102,102]",0.9609,0.1289,0.837
001_interview,000408.jpg,"[25,34,101,101]",0.9254,0.0702,0.8604
001_interview,000409.jpg,"[30,41,102,102]",0.9935,0.0862,0.9079
001_interview,000410.jpg,"[32,38,102,102]",0.9821,0.104,0.88
001_interview,000411.jpg,"[33,35,103,103]",0.9983,0.0704,0.928
001_interview,000412.jpg,"[31,35,105,105]",0.9977,0.0702,0.9277
001_interview,000413.jpg,"[31,37,112,112]",0.9998,0.1017,0.8981
001_interview,000414.jpg,"[25,32,112,112]",0.9991,0.0864,0.9128
001_interview,000415.jpg,"[31,37,106,106]",0.6831,0.1073,0.6098
001_interview,000416.jpg,"[27,34,107,107]",0.9988,0.0884,0.9105
001_interview,000417.jpg,"[34,35,106,106]",1.0,0.0951,0.9049
001_interview,000418.jpg,"[27,33,104,104]",0.9999,0.0846,0.9153
001_interview,000419.jpg,"[27,34,102,102]",0.9777,0.0943,0.8855
001_interview,000420.jpg,"[36,40,105,105]",0.8876,0.061,0.8335
001_interview,000421.jpg,"[36,40,104,104]",0.996,0.0518,0.9444
001_interview,000422.jpg,"[26,31,109,109]",0.9335,0.0602,0.8773
001_interview,000423.jpg,"[26,27,109,109]",0.9931,0.0875,0.9062
001_interview,000424.jpg,"[24,34,107,107]",0.9248,0.0806,0.8503
001_interview,000425.jpg,"[28,41,112,112]",0.9998,0.0888,0.911
001_interview,000426.jpg,"[28,29,108,108]",0.9999,0.1257,0.8742
001_interview,000427.jpg,"[28,42,106,106]",0.9377,0.101,0.843
001_interview,000428.jpg,"[30,32,111,111]",0.7635,0.1248,0.6682
001_interview,000429.jpg,"[31,40,102,102]",0.9996,0.0641,0.9355
001_interview,000430.jpg,"[30,36,106,106]",0.9982,0.0648,0.9335
001_interview,000431.jpg,"[32,35,107,107]",0.9853,0.0875,0.8991
001_interview,000432.jpg,"[25,26,109,109]",0.9902,0.0889,0.9022
001_interview,000433.jpg,"[27,30,107,107]",0.997,0.0978,0.8995
001_interview,000434.jpg,"[27,35,110,110]",0.9903,0.1017,0.8896
001_interview,000435.jpg,"[30,30,115,115]",0.9995,0.0957,0.9038
001_interview,000436.jpg,"[28,32,107,107]",0.9974,0.0868,0.9108
001_interview,000437.jpg,"[34,40,102,102]",0.953,0.1023,0.8555
001_interview,000438.jpg,"[28,35,104,104]",0.9996,0.0756,0.924
001_interview,000439.jpg,"[27,35,104,104]",0.9984,0.0641,0.9344
001_interview,000440.jpg,"[26,36,103,103]",0.9989,0.0716,0.9274
001_interview,000441.jpg,"[25,34,110,110]",0.9919,0.0827,0.9099
001_interview,000442.jpg,"[30,33,113,113]",0.9749,0.0822,0.8948
001_interview,000443.jpg,"[27,33,106,106]",0.9933,0.0918,0.9021
001_interview,000444.jpg,"[31,37,107,107]",0.9967,0.0631,0.9338
001_interview,000445.jpg,"[27,32,110,110]",0.9971,0.1025,0.8949
001_interview,000446.jpg,"[26,30,109,109]",0.9998,0.0836,0.9162
001_interview,000447.jpg,"[27,34,106,106]",0.9687,0.0772,0.8939
001_interview,000448.jpg,"[32,36,104,104]",0.9995,0.102,0.8976
001_interview,000449.jpg,"[36,36,101,101]",0.9995,0.1051,0.8945
001_interview,000450.jpg,"[32,34,105,105]",0.9988,0.0918,0.9071
001_interview,000451.jpg,"[29,37,104,104]",0.7375,0.0847,0.675
001_interview,000452.jpg,"[29,36,105,105]",0.9999,0.0742,0.9257
001_interview,000454.jpg,"[27,30,102,102]",0.087,0.0905,0.0791
001_interview,000455.jpg,"[31,33,100,100]",0.0763,0.0979,0.0688
001_interview,000456.jpg,"[34,36,98,98]",0.0676,0.1072,0.0604
001_interview,000457.jpg,"[31,34,102,102]",0.0879,0.1011,0.079
001_interview,000458.jpg,"[33,34,100,99]",0.0845,0.0934,0.0766
001_interview,000459.jpg,"[46,49,67,67]",0.999,0.0906,0.9085
001_interview,000460.jpg,"[43,48,69,69]",0.9999,0.0929,0.907
001_interview,000461.jpg,"[35,40,74,74]",1.0,0.0842,0.9158
001_interview,000462.jpg,"[42,45,69,69]",1.0,0.0817,0.9183
001_interview,000463.jpg,"[36,41,73,73]",1.0,0.0802,0.9198
001_interview,000464.jpg,"[38,47,67,67]",1.0,0.0987,0.9013
001_interview,000465.jpg,"[38,45,67,67]",1.0,0.1245,0.8755
001_interview,000466.jpg,"[38,41,70,70]",1.0,0.0962,0.9038
001_interview,000467.jpg,"[38,45,70,70]",1.0,0.0854,0.9146
001_interview,000468.jpg,"[40,42,67,67]",1.0,0.1089,0.8911
001_interview,000469.jpg,"[37,46,70,70]",1.0,0.0753,0.9247
001_interview,000470.jpg,"[35,49,72,72]",1.0,0.1347,0.8653
001_interview,000471.jpg,"[27,52,74,74]",1.0,0.1028,0.8972
001_interview,000472.jpg,"[31,47,68,68]",1.0,0.1034,0.8966
001_interview,000473.jpg,"[33,45,68,68]",1.0,0.1148,0.8852
001_interview,000474.jpg,"[35,44,72,72]",1.0,0.0632,0.9368
001_interview,000475.jpg,"[35,47,70,70]",1.0,0.0635,0.9365
001_interview,000476.jpg,"[37,44,69,69]",1.0,0.0837,0.9163
001_interview,000477.jpg,"[41,45,69,69]",1.0,0.0949,0.9051
001_interview,000478.jpg,"[37,48,71,71]",1.0,0.0886,0.9114
001_interview,000479.jpg,"[38,46,69,69]",1.0,0.133,0.867
001_interview,000480.jpg,"[42,44,67,67]",0.9998,0.1068,0.893
001_interview,000481.jpg,"[38,52,67,67]",1.0,0.1333,0.8667
001_interview,000482.jpg,"[13,3,106,106]",0.0405,0.4592,0.0219
001_interview,000484.jpg,"[41,43,67,67]",1.0,0.0995,0.9005
001_interview,000485.jpg,"[39,51,68,68]",1.0,0.0683,0.9317
001_interview,000486.jpg,"[37,44,73,73]",0.9857,0.0722,0.9145
001_interview,000487.jpg,"[38,53,72,72]",0.9994,0.0742,0.9252
001_interview,000488.jpg,"[34,44,70,70]",1.0,0.1044,0.8956
001_interview,000489.jpg,"[38,40,70,70]",1.0,0.1418,0.8582
001_interview,000490.jpg,"[42,47,69,69]",1.0,0.0997,0.9003
001_interview,000491.jpg,"[41,45,69,69]",1.0,0.1009,0.8991
001_interview,000492.jpg,"[38,50,70,70]",1.0,0.0903,0.9097
001_interview,000493.jpg,"[36,42,69,69]",1.0,0.0711,0.9289
001_interview,000494.jpg,"[37,35,74,74]",1.0,0.0961,0.9039
001_interview,000495.jpg,"[35,43,70,70]",1.0,0.081,0.919
001_interview,000496.jpg,"[37,40,67,67]",1.0,0.1151,0.8849
001_interview,000497.jpg,"[37,41,69,69]",0.9996,0.1142,0.8854
001_interview,000498.jpg,"[31,43,69,69]",1.0,0.1053,0.8947
001_interview,000499.jpg,"[25,44,70,70]",1.0,0.1284,0.8716
001_interview,000500.jpg,"[31,47,72,72]",1.0,0.126,0.874
001_interview,000501.jpg,"[39,41,70,70]",0.9931,0.0941,0.8996
001_interview,000502.jpg,"[41,43,70,70]",0.9998,0.0942,0.9056
001_interview,000503.jpg,"[39,39,69,69]",1.0,0.1081,0.8919
001_interview,000504.jpg,"[37,42,68,68]",1.0,0.1071,0.8929
001_interview,000505.jpg,"[42,46,68,68]",0.9997,0.0861,0.9136
001_interview,000506.jpg,"[42,46,67,67]",1.0,0.1215,0.8785
001_interview,000507.jpg,"[38,41,74,74]",1.0,0.0843,0.9157
001_interview,000508.jpg,"[37,42,67,67]",1.0,0.1151,0.8849
001_interview,000509.jpg,"[33,47,70,70]",1.0,0.0912,0.9088
001_interview,000510.jpg,"[32,44,67,67]",1.0,0.1335,0.8665
001_interview,000511.jpg,"[38,45,69,69]",1.0,0.103,0.897
001_interview,000512.jpg,"[39,43,67,67]",0.9999,0.1013,0.8986
001_interview,000513.jpg,"[38,45,70,70]",1.0,0.073,0.927
001_interview,000514.jpg,"[38,47,72,72]",1.0,0.0853,0.9147
001_interview,000515.jpg,"[42,40,70,70]",1.0,0.0823,0.9177
001_interview,000516.jpg,"[39,43,69,69]",1.0,0.1085,0.8915
001_interview,000517.jpg,"[41,45,68,68]",1.0,0.1446,0.8554
001_interview,000518.jpg,"[40,45,74,74]",1.0,0.0877,0.9123
001_interview,000519.jpg,"[39,50,72,72]",1.0,0.0901,0.9099
001_interview,000520.jpg,"[29,56,50,50]",1.0,0.2134,0.7866
001_interview,000521.jpg,"[43,75,57,57]",1.0,0.1908,0.8092
001_interview,000522.jpg,"[42,74,49,49]",1.0,0.4678,0.5322
001_interview,000523.jpg,"[37,57,58,58]",1.0,0.2828,0.7172
001_interview,000524.jpg,"[40,44,66,66]",1.0,0.1578,0.8422
001_interview,000525.jpg,"[39,41,62,62]",1.0,0.1949,0.8051
001_interview,000528.jpg,"[34,32,100,100]",0.9999,0.1004,0.8995
001_interview,000529.jpg,"[27,34,96,96]",0.9764,0.0936,0.885
001_interview,000530.jpg,"[32,37,94,94]",0.9977,0.0873,0.9106
001_interview,000531.jpg,"[28,36,97,97]",0.9984,0.0713,0.9272
001_interview,000532.jpg,"[30,39,95,95]",0.8768,0.0889,0.7989
001_interview,000533.jpg,"[29,34,101,101]",0.9964,0.0658,0.9308
001_interview,000534.jpg,"[27,29,105,105]",0.9996,0.0997,0.8999
001_interview,000535.jpg,"[28,44,98,98]",1.0,0.101,0.899
001_interview,000536.jpg,"[28,34,101,101]",0.9995,0.0969,0.9026
001_interview,000537.jpg,"[28,36,95,95]",0.9996,0.0694,0.9302
001_interview,000538.jpg,"[26,36,94,94]",0.9708,0.1076,0.8663
001_interview,000539.jpg,"[29,39,99,99]",1.0,0.0836,0.9164
001_interview,000540.jpg,"[29,39,96,96]",0.9996,0.1147,0.8849
001_interview,000541.jpg,"[28,38,101,101]",1.0,0.0877,0.9123
001_interview,000542.jpg,"[29,41,98,98]",0.9962,0.1104,0.8862
001_interview,000543.jpg,"[28,37,98,98]",0.9997,0.067,0.9327
001_interview,000544.jpg,"[35,41,93,93]",0.9919,0.0832,0.9094
001_interview,000545.jpg,"[31,32,101,101]",1.0,0.0868,0.9132
001_interview,000546.jpg,"[35,38,94,94]",0.9991,0.0576,0.9416
001_interview,000547.jpg,"[33,38,95,95]",0.993,0.0973,0.8964
001_interview,000548.jpg,"[29,40,95,95]",0.9796,0.0904,0.891
001_interview,000549.jpg,"[31,35,99,99]",0.9778,0.0825,0.8971
001_interview,000550.jpg,"[28,34,99,99]",0.9998,0.065,0.9348
001_interview,000551.jpg,"[27,35,97,97]",0.999,0.066,0.9331
001_interview,000552.jpg,"[29,35,96,96]",0.9995,0.0855,0.914
001_interview,000553.jpg,"[32,32,102,102]",1.0,0.09,0.91
001_interview,000554.jpg,"[27,42,101,101]",0.9997,0.1301,0.8696
001_interview,000555.jpg,"[28,34,101,101]",1.0,0.0717,0.9283
001_interview,000556.jpg,"[30,35,100,100]",1.0,0.0828,0.9172
001_interview,000557.jpg,"[27,35,100,100]",0.9999,0.0745,0.9254
001_interview,000558.jpg,"[27,35,99,99]",0.9998,0.1039,0.8959
001_interview,000559.jpg,"[27,40,97,97]",0.9945,0.0858,0.9092
001_interview,000560.jpg,"[32,37,99,99]",0.9959,0.1254,0.871
001_interview,000561.jpg,"[26,36,103,103]",0.9991,0.1036,0.8956
001_interview,000562.jpg,"[28,33,100,100]",0.9973,0.0694,0.9281
001_interview,000563.jpg,"[30,37,95,94]",0.9749,0.0948,0.8825
001_interview,000564.jpg,"[34,38,93,93]",0.9992,0.0714,0.9279
001_interview,000565.jpg,"[33,38,98,98]",0.9958,0.0702,0.9259
001_interview,000566.jpg,"[28,32,99,99]",0.8334,0.0862,0.7616
001_interview,000567.jpg,"[33,42,99,99]",0.9624,0.0988,0.8673
001_interview,000568.jpg,"[26,35,98,98]",0.9996,0.0681,0.9315
001_interview,000569.jpg,"[22,30,98,98]",0.9998,0.0721,0.9277
001_interview,000570.jpg,"[24,28,96,96]",0.9984,0.0865,0.912
001_interview,000571.jpg,"[33,39,98,98]",1.0,0.0795,0.9205
001_interview,000572.jpg,"[28,41,100,100]",1.0,0.1011,0.8989
001_interview,000573.jpg,"[28,35,95,95]",0.979,0.0852,0.8956
001_interview,000574.jpg,"[23,27,103,103]",0.9985,0.0756,0.923
001_interview,000575.jpg,"[27,32,97,97]",0.982,0.0692,0.914
001_interview,000576.jpg,"[35,37,101,101]",0.9987,0.0598,0.939
001_interview,000577.jpg,"[38,32,97,97]",0.9903,0.0998,0.8915
001_interview,000578.jpg,"[34,38,98,98]",1.0,0.0886,0.9114
001_interview,000579.jpg,"[33,35,99,99]",0.9993,0.0907,0.9087
001_interview,000580.jpg,"[27,38,97,97]",0.9685,0.0782,0.8928
001_interview,000581.jpg,"[27,35,99,99]",0.9888,0.0699,0.9197
001_interview,000582.jpg,"[30,36,99,99]",0.9571,0.0852,0.8756
001_interview,000583.jpg,"[27,36,98,98]",0.995,0.0719,0.9235
001_interview,000584.jpg,"[33,32,94,94]",0.9961,0.0837,0.9127
001_interview,000585.jpg,"[31,33,96,96]",0.9274,0.0638,0.8682
001_interview,000586.jpg,"[34,33,99,99]",0.9937,0.091,0.9033
001_interview,000587.jpg,"[29,37,99,99]",0.9994,0.0729,0.9265
001_interview,000588.jpg,"[30,39,98,98]",0.9956,0.0969,0.8991
001_interview,000589.jpg,"[27,43,95,95]",0.9885,0.0765,0.9129
001_interview,000590.jpg,"[28,31,100,100]",0.9807,0.0874,0.895
001_interview,000591.jpg,"[33,32,102,102]",0.9995,0.0704,0.9291
001_interview,000592.jpg,"[32,35,98,98]",0.9976,0.0688,0.929
001_interview,000593.jpg,"[32,41,93,93]",0.7375,0.0822,0.6769
001_interview,000594.jpg,"[27,34,97,97]",0.9998,0.0652,0.9346
001_interview,000595.jpg,"[26,32,100,100]",0.9024,0.0731,0.8364
001_interview,000596.jpg,"[35,35,91,91]",0.9988,0.1133,0.8856
001_interview,000597.jpg,"[31,39,94,94]",0.9998,0.0689,0.9309
001_interview,000598.jpg,"[31,40,94,94]",0.9991,0.081,0.9182
001_interview,000599.jpg,"[28,36,97,97]",0.9996,0.077,0.9226
001_interview,000600.jpg,"[25,34,98,98]",0.9998,0.0637,0.9361
001_interview,000601.jpg,"[32,41,105,105]",0.8095,0.0651,0.7568
001_interview,000602.jpg,"[29,38,99,99]",0.8993,0.0706,0.8358
001_interview,000603.jpg,"[26,27,101,101]",0.9888,0.0668,0.9227
001_interview,000604.jpg,"[30,35,99,99]",0.9938,0.0732,0.9211
001_interview,000605.jpg,"[32,34,100,100]",0.9562,0.0737,0.8857
001_interview,000606.jpg,"[32,40,94,94]",0.9842,0.1209,0.8652
001_interview,000607.jpg,"[32,40,95,95]",0.9995,0.1113,0.8883
001_interview,000608.jpg,"[34,37,92,92]",0.9972,0.0893,0.9082
001_interview,000609.jpg,"[30,41,96,96]",0.9978,0.0806,0.9174
001_interview,000610.jpg,"[29,33,104,104]",0.9998,0.0994,0.9004
001_interview,000611.jpg,"[29,38,97,97]",0.9995,0.081,0.9185
001_interview,000612.jpg,"[36,38,99,99]",0.995,0.0739,0.9215
001_interview,000613.jpg,"[31,42,98,98]",0.9993,0.1486,0.8508
001_interview,000614.jpg,"[30,35,101,101]",0.987,0.0811,0.907
001_interview,000615.jpg,"[28,37,98,98]",0.9925,0.0738,0.9193
001_interview,000616.jpg,"[26,30,104,104]",0.9358,0.0653,0.8747
001_interview,000617.jpg,"[26,29,104,104]",0.9998,0.0974,0.9024
001_interview,000618.jpg,"[29,33,103,103]",0.9945,0.0872,0.9078
001_interview,000619.jpg,"[31,37,96,96]",0.9891,0.0742,0.9157
001_interview,000620.jpg,"[26,34,99,99]",0.9939,0.0706,0.9237
001_interview,000621.jpg,"[29,37,96,96]",0.9981,0.0973,0.901
001_interview,000622.jpg,"[30,36,100,100]",0.9804,0.0789,0.903
001_interview,000623.jpg,"[30,42,97,97]",0.9995,0.1037,0.8959
001_interview,000624.jpg,"[29,40,100,100]",1.0,0.0874,0.9126
001_interview,000625.jpg,"[32,42,93,93]",0.9984,0.0988,0.8998
001_interview,000626.jpg,"[27,41,92,92]",0.9428,0.1015,0.8471
001_interview,000627.jpg,"[30,36,95,95]",0.9982,0.0868,0.9116
001_interview,000628.jpg,"[32,35,97,97]",0.999,0.0877,0.9114
001_interview,000629.jpg,"[28,35,94,94]",0.9997,0.0813,0.9184
001_interview,000630.jpg,"[25,34,103,103]",0.9924,0.075,0.918
001_interview,000631.jpg,"[31,40,96,96]",0.9676,0.1008,0.8701
001_interview,000632.jpg,"[25,33,95,95]",0.9801,0.06,0.9213
001_interview,000633.jpg,"[28,38,93,93]",0.9751,0.065,0.9117
001_interview,000634.jpg,"[30,34,98,98]",0.9928,0.1006,0.8929
